ID,Gruppo,Collezione,Editore,Anno,Tipologia,Numero,Soggetto,Squadra / Sezione,Rarità,Condizione,Quantità,Note
Pan_CSP_Lig_S_22_UF 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 18,David Alaba,Real Madrid,,,6,
Pan_CSP_Lig_S_22_UF 17 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 17 BIS,Mamadou Sylla,Deportivo Alaves,,,3,
Pan_CSP_Lig_S_22_UF 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 17,Marcos Paulo,Atletico Madrid,,,11,
Pan_CSP_Lig_S_22_UF 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 16,Omar Alderete,Valencia,,,8,
Pan_CSP_Lig_S_22_UF 15,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 15,Carlos Bacca,Granada,,,4,
Pan_CSP_Lig_S_22_UF 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 14,Vitolo,Getafe,,,3,
Pan_CSP_Lig_S_22_UF 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 13,Boulaye Dia,Villarreal,,,5,
Pan_CSP_Lig_S_22_UF 12,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 12,Jaume Costa,Mallorca,,,5,
Pan_CSP_Lig_S_22_UF 11,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 11,Franco Cervi,Celta Vigo,,,4,
Pan_CSP_Lig_S_22_UF 10,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 10,Tomas Alarcon,Cadiz,,,6,
Pan_CSP_Lig_S_22_UF 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 9,Roberto Soldado,Levante,,,2,
Pan_CSP_Lig_S_22_UF 8,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 8,Aissa Mandi,Villarreal,,,1,
Pan_CSP_Lig_S_22_UF 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 7,Pablo Maffeo,Mallorca,,,6,
Pan_CSP_Lig_S_22_UF 6,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 6,Manu Garcia,Deportivo Alaves,,,4,
Pan_CSP_Lig_S_22_UF 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 5,Varazdat Haroyan,Cadiz,,,2,
Pan_CSP_Lig_S_22_UF 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 3,Kike Garcia,Osasuna,,,5,
Pan_CSP_Lig_S_22_UF 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 2,Youssouf Sabaly,Betis,,,6,
Pan_CSP_Lig_S_22_UF 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,UF 1,Sergio Aguero,Barcelona,,,1,
Pan_CSP_Lig_S_22_VIL 20A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 20A,Chukwueze,Villarreal,,,3,
Pan_CSP_Lig_S_22_VIL 18B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 18B,Yeremi Pino,Villarreal,,,3,
Pan_CSP_Lig_S_22_VIL 11B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 11B,Estupinan,Villarreal,,,3,
Pan_CSP_Lig_S_22_VIL 11A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 11A,Pedraza,Villarreal,,,1,
Pan_CSP_Lig_S_22_VIL 7 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 7 BIS,Ruben Pena,Villarreal,,,8,
Pan_CSP_Lig_S_22_VIL 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 7,Mario Gaspar,Villarreal,,,1,
Pan_CSP_Lig_S_22_VIL 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VIL 1,Scudetto,Villarreal,,,3,
Pan_CSP_Lig_S_22_VAL 18 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 18 BIS,Hugo Duro,Valencia,,,7,
Pan_CSP_Lig_S_22_VAL 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 18,Musah,Valencia,,,1,
Pan_CSP_Lig_S_22_VAL 14 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 14 BIS,Helder Costa,Valencia,,,5,
Pan_CSP_Lig_S_22_VAL 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 13,Racic,Valencia,,,2,
Pan_CSP_Lig_S_22_VAL 12,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 12,Wass,Valencia,,,1,
Pan_CSP_Lig_S_22_VAL 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 9,Guillamon,Valencia,,,2,
Pan_CSP_Lig_S_22_VAL 8,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 8,Gabriel,Valencia,,,2,
Pan_CSP_Lig_S_22_VAL 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 7,Correia,Valencia,,,1,
Pan_CSP_Lig_S_22_VAL 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 5,Cillessen,Valencia,,,1,
Pan_CSP_Lig_S_22_VAL 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,VAL 2,Jose Bordalas,Valencia,,,1,
Pan_CSP_Lig_S_22_SEV 19B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 19B,Munir,Sevilla,,,7,
Pan_CSP_Lig_S_22_SEV 19A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 19A,Suso,Sevilla,,,3,
Pan_CSP_Lig_S_22_SEV 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 18,Ocampos,Sevilla,,,1,
Pan_CSP_Lig_S_22_SEV 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 14,Jordan,Sevilla,,,5,
Pan_CSP_Lig_S_22_SEV 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 13,Fernando,Sevilla,,,1,
Pan_CSP_Lig_S_22_SEV 10 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 10 BIS,Rekik,Sevilla,,,8,
Pan_CSP_Lig_S_22_SEV 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 9,Kounde,Sevilla,,,3,
Pan_CSP_Lig_S_22_SEV 8,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 8,Diego Carlos,Sevilla,,,2,
Pan_CSP_Lig_S_22_SEV 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SEV 1,Scudetto,Sevilla,,,1,
Pan_CSP_Lig_S_22_SOC 20,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 20,Isak,Real Sociedad,,,2,
Pan_CSP_Lig_S_22_SOC 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 16,Oyarzabal,Real Sociedad,,,4,
Pan_CSP_Lig_S_22_SOC 15B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 15B,Guridi,Real Sociedad,,,4,
Pan_CSP_Lig_S_22_SOC 15A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 15A,Silva,Real Sociedad,,,3,
Pan_CSP_Lig_S_22_SOC 7B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 7B,Zaldua,Real Sociedad,,,1,
Pan_CSP_Lig_S_22_SOC 7A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 7A,Gorosabel,Real Sociedad,,,3,
Pan_CSP_Lig_S_22_SOC 6,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 6,Ryan,Real Sociedad,,,4,
Pan_CSP_Lig_S_22_SOC 4,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 4,Karrikaburu,Real Sociedad,,,1,
Pan_CSP_Lig_S_22_SOC 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,SOC 2,Imanol Alguacil,Real Sociedad,,,3,
Pan_CSP_Lig_S_22_RAY 20 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 20 BIS,Sergi Guardiola,Rayo Vallecano,,,3,
Pan_CSP_Lig_S_22_RAY 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 18,Alvaro Garcia,Rayo Vallecano,,,4,
Pan_CSP_Lig_S_22_RAY 16 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 16 BIS,Unai Lopez,Rayo Vallecano,,,6,
Pan_CSP_Lig_S_22_RAY 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 16,Isi,Rayo Vallecano,,,4,
Pan_CSP_Lig_S_22_RAY 11 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 11 BIS,Kevin Rodrigues,Rayo Vallecano,,,4,
Pan_CSP_Lig_S_22_RAY 11,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 11,Fran Garcia,Rayo Vallecano,,,3,
Pan_CSP_Lig_S_22_RAY 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 9,Catena,Rayo Vallecano,,,1,
Pan_CSP_Lig_S_22_RAY 7 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 7 BIS,Balliu,Rayo Vallecano,,,3,
Pan_CSP_Lig_S_22_RAY 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 7,Advincula,Rayo Vallecano,,,2,
Pan_CSP_Lig_S_22_RAY 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 2,Andoni Iraola,Rayo Vallecano,,,2,
Pan_CSP_Lig_S_22_RAY 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RAY 1,Scudetto,Rayo Vallecano,,,3,
Pan_CSP_Lig_S_22_OSA 18B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 18B,Kike Barja,Osasuna,,,1,
Pan_CSP_Lig_S_22_OSA 18A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 18A,Jony,Osasuna,,,6,
Pan_CSP_Lig_S_22_OSA 15B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 15B,Inigo Perez,Osasuna,,,2,
Pan_CSP_Lig_S_22_OSA 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 14,Moncayola,Osasuna,,,5,
Pan_CSP_Lig_S_22_OSA 13B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 13B,Javi Martinez,Osasuna,,,3,
Pan_CSP_Lig_S_22_OSA 10,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 10,David Garcia,Osasuna,,,3,
Pan_CSP_Lig_S_22_OSA 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 5,Sergio Herrera,Osasuna,,,1,
Pan_CSP_Lig_S_22_OSA 4,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 4,Javi Martinez,Osasuna,,,2,
Pan_CSP_Lig_S_22_OSA 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 3,Ruben Garcia,Osasuna,,,6,
Pan_CSP_Lig_S_22_OSA 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 2,Jagoba Arrasate,Osasuna,,,6,
Pan_CSP_Lig_S_22_OSA 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,OSA 1,Scudetto,Osasuna,,,4,
Pan_CSP_Lig_S_22_MAL 20,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 20,Amath,Mallorca,,,4,
Pan_CSP_Lig_S_22_MAL 14A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 14A,Baba,Mallorca,,,2,
Pan_CSP_Lig_S_22_MAL 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 13,Ruiz De Galarreta,Mallorca,,,2,
Pan_CSP_Lig_S_22_MAL 11,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 11,Olivan,Mallorca,,,1,
Pan_CSP_Lig_S_22_MAL 10B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 10B,Sedlar,Mallorca,,,3,
Pan_CSP_Lig_S_22_MAL 10A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 10A,Russo,Mallorca,,,1,
Pan_CSP_Lig_S_22_MAL 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 7,Sastre,Mallorca,,,5,
Pan_CSP_Lig_S_22_MAL 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 5,Reina,Mallorca,,,2,
Pan_CSP_Lig_S_22_MAL 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 3,Abdon,Mallorca,,,2,
Pan_CSP_Lig_S_22_MAL 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,MAL 1,Scudetto,Mallorca,,,2,
Pan_CSP_Lig_S_22_RMA 19,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 19,Benzema,Real Madrid,,,3,
Pan_CSP_Lig_S_22_RMA 17A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 17A,Marco Asensio,Real Madrid,,,2,
Pan_CSP_Lig_S_22_RMA 16B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 16B,Lucas Vazquez,Real Madrid,,,8,
Pan_CSP_Lig_S_22_RMA 11,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 11,Eder Militao,Real Madrid,,,2,
Pan_CSP_Lig_S_22_RMA 10,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 10,Varane,Real Madrid,,,2,
Pan_CSP_Lig_S_22_RMA 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 9,Nacho,Real Madrid,,,1,
Pan_CSP_Lig_S_22_RMA 8 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 8 BIS,Blanco,Real Madrid,,,1,
Pan_CSP_Lig_S_22_RMA 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 5,Courtois,Real Madrid,,,1,
Pan_CSP_Lig_S_22_RMA 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 3,Benzema,Real Madrid,,,4,
Pan_CSP_Lig_S_22_RMA 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,RMA 2,Carlo Ancelotti,Real Madrid,,,6,
Pan_CSP_Lig_S_22_LEV 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 17,De Frutos,Levante,,,3,
Pan_CSP_Lig_S_22_LEV 15 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 15 BIS,Pablo Martinez,Levante,,,4,
Pan_CSP_Lig_S_22_LEV 12A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 12A,Radoja,Levante,,,1,
Pan_CSP_Lig_S_22_LEV 10B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 10B,Rober,Levante,,,3,
Pan_CSP_Lig_S_22_LEV 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 9,Postigo,Levante,,,7,
Pan_CSP_Lig_S_22_LEV 7A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 7A,Miramon,Levante,,,3,
Pan_CSP_Lig_S_22_LEV 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 3,Roger,Levante,,,3,
Pan_CSP_Lig_S_22_LEV 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 2,Paco Lopez,Levante,,,3,
Pan_CSP_Lig_S_22_LEV 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,LEV 1,Scudetto,Levante,,,2,
Pan_CSP_Lig_S_22_GRA 20,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 20,Luis Suarez,Granada,,,1,
Pan_CSP_Lig_S_22_GRA 19,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 19,Jorge Molina,Granada,,,2,
Pan_CSP_Lig_S_22_GRA 15B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 15B,Yan Eteki,Granada,,,5,
Pan_CSP_Lig_S_22_GRA 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 14,Montoro,Granada,,,2,
Pan_CSP_Lig_S_22_GRA 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 13,Gonalons,Granada,,,2,
Pan_CSP_Lig_S_22_GRA 12,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 12,Monchu,Granada,,,10,
Pan_CSP_Lig_S_22_GRA 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 9,German,Granada,,,3,
Pan_CSP_Lig_S_22_GRA 8B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 8B,Quini,Granada,,,2,
Pan_CSP_Lig_S_22_GRA 7 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 7 BIS,Arias,Granada,,,5,
Pan_CSP_Lig_S_22_GRA 4,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 4,Soro,Granada,,,1,
Pan_CSP_Lig_S_22_GRA 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 3,Machis,Granada,,,3,
Pan_CSP_Lig_S_22_GRA 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 2,Robert Moreno,Granada,,,4,
Pan_CSP_Lig_S_22_GRA 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GRA 1,Scudetto,Granada,,,2,
Pan_CSP_Lig_S_22_GET 19,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 19,Mata,Getafe,,,3,
Pan_CSP_Lig_S_22_GET 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 18,Poveda,Getafe,,,1,
Pan_CSP_Lig_S_22_GET 17 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 17 BIS,Florentino Luis,Getafe,,,4,
Pan_CSP_Lig_S_22_GET 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 17,Hugo Duro,Getafe,,,2,
Pan_CSP_Lig_S_22_GET 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 16,Alena,Getafe,,,4,
Pan_CSP_Lig_S_22_GET 13A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 13A,Arambarri,Getafe,,,2,
Pan_CSP_Lig_S_22_GET 12 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 12 BIS,Jonathan Silva,Getafe,,,2,
Pan_CSP_Lig_S_22_GET 11,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 11,Cabaco,Getafe,,,5,
Pan_CSP_Lig_S_22_GET 9 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 9 BIS,Mitrovic,Getafe,,,4,
Pan_CSP_Lig_S_22_GET 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 9,Chema,Getafe,,,3,
Pan_CSP_Lig_S_22_GET 7A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 7A,Nyom,Getafe,,,2,
Pan_CSP_Lig_S_22_GET 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 5,David Soria,Getafe,,,5,
Pan_CSP_Lig_S_22_GET 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 3,Cucurella,Getafe,,,1,
Pan_CSP_Lig_S_22_GET 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,GET 2,Michel,Getafe,,,5,
Pan_CSP_Lig_S_22_ESP 20,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 20,De Tomas,Espanyol,,,2,
Pan_CSP_Lig_S_22_ESP 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 16,Embarba,Espanyol,,,1,
Pan_CSP_Lig_S_22_ESP 14B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 14B,Fran Merida,Espanyol,,,6,
Pan_CSP_Lig_S_22_ESP 13 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 13 BIS,Aleix Vidal,Espanyol,,,2,
Pan_CSP_Lig_S_22_ESP 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 13,Keidi Bare,Espanyol,,,1,
Pan_CSP_Lig_S_22_ESP 9,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 9,Cabrera,Espanyol,,,1,
Pan_CSP_Lig_S_22_ESP 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 7,Miguelon,Espanyol,,,5,
Pan_CSP_Lig_S_22_ESP 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 3,De Tomas,Espanyol,,,3,
Pan_CSP_Lig_S_22_ESP 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 2,Vicente Moreno,Espanyol,,,1,
Pan_CSP_Lig_S_22_ESP 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ESP 1,Scudetto,Espanyol,,,2,
Pan_CSP_Lig_S_22_ELC 20B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 20B,Carrillo,Elche,,,6,
Pan_CSP_Lig_S_22_ELC 19,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 19,Boye,Elche,,,4,
Pan_CSP_Lig_S_22_ELC 18,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 18,Pere Milla,Elche,,,3,
Pan_CSP_Lig_S_22_ELC 15 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 15 BIS,Gumbau,Elche,,,5,
Pan_CSP_Lig_S_22_ELC 14 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 14 BIS,Mascarell,Elche,,,1,
Pan_CSP_Lig_S_22_ELC 13A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 13A,Josan,Elche,,,1,
Pan_CSP_Lig_S_22_ELC 8,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 8,Dani Calvo,Elche,,,3,
Pan_CSP_Lig_S_22_ELC 6,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 6,Casilla,Elche,,,6,
Pan_CSP_Lig_S_22_ELC 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 5,Edgar Badia,Elche,,,1,
Pan_CSP_Lig_S_22_ELC 2,CSP,Liga Este 2021-2022,Panini,2022,Sticker,ELC 2,Fran Escriba,Elche,,,2,
Pan_CSP_Lig_S_22_CEL 16,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 16,Denis Suarez,Celta Vigo,,,1,
Pan_CSP_Lig_S_22_CEL 13,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 13,Solari,Celta Vigo,,,4,
Pan_CSP_Lig_S_22_CEL 11B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 11B,Kevin,Celta Vigo,,,2,
Pan_CSP_Lig_S_22_CEL 11A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 11A,Aaron,Celta Vigo,,,3,
Pan_CSP_Lig_S_22_CEL 8B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 8B,Fontan,Celta Vigo,,,3,
Pan_CSP_Lig_S_22_CEL 7,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 7,Hugo Mallo,Celta Vigo,,,6,
Pan_CSP_Lig_S_22_CEL 6 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 6 BIS,Dituro,Celta Vigo,,,1,
Pan_CSP_Lig_S_22_CEL 6,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 6,Ivan Villar,Celta Vigo,,,1,
Pan_CSP_Lig_S_22_CEL 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CEL 1,Scudetto,Celta Vigo,,,11,
Pan_CSP_Lig_S_22_CAD 20,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 20,Negredo,Cadiz,,,1,
Pan_CSP_Lig_S_22_CAD 19 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 19 BIS,Sobrino,Cadiz,,,5,
Pan_CSP_Lig_S_22_CAD 19,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 19,Lozano,Cadiz,,,3,
Pan_CSP_Lig_S_22_CAD 17 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 17 BIS,Osmajic,Cadiz,,,4,
Pan_CSP_Lig_S_22_CAD 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 17,Jairo,Cadiz,,,2,
Pan_CSP_Lig_S_22_CAD 15B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 15B,Ivan Alejo,Cadiz,,,4,
Pan_CSP_Lig_S_22_CAD 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 14,Alex Fernandez,Cadiz,,,1,
Pan_CSP_Lig_S_22_CAD 4,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 4,Bastida,Cadiz,,,1,
Pan_CSP_Lig_S_22_CAD 3,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 3,Ledesma,Cadiz,,,1,
Pan_CSP_Lig_S_22_CAD 1,CSP,Liga Este 2021-2022,Panini,2022,Sticker,CAD 1,Scudetto,Cadiz,,,4,
Pan_CSP_Lig_S_22_BET 19B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 19B,Loren,Betis,,,6,
Pan_CSP_Lig_S_22_BET 19A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 19A,Juanmi,Betis,,,1,
Pan_CSP_Lig_S_22_BET 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 17,Tello,Betis,,,1,
Pan_CSP_Lig_S_22_BET 16 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 16 BIS,William Carvalho,Betis,,,6,
Pan_CSP_Lig_S_22_BET 15,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 15,Fekir,Betis,,,2,
Pan_CSP_Lig_S_22_BET 14,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 14,Canales,Betis,,,3,
Pan_CSP_Lig_S_22_BET 13B,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 13B,Guardado,Betis,,,4,
Pan_CSP_Lig_S_22_BET 12 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 12 BIS,Camarasa,Betis,,,4,
Pan_CSP_Lig_S_22_BET 11A,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 11A,Miranda,Betis,,,2,
Pan_CSP_Lig_S_22_BET 10,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 10,Bartra,Betis,,,2,
Pan_CSP_Lig_S_22_BET 8,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 8,Sidnei,Betis,,,4,
Pan_CSP_Lig_S_22_BET 6 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 6 BIS,Rui Silva,Betis,,,6,
Pan_CSP_Lig_S_22_BET 6,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 6,Joel,Betis,,,3,
Pan_CSP_Lig_S_22_BET 5,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 5,Bravo,Betis,,,2,
Pan_CSP_Lig_S_22_BET 4,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BET 4,Rodri,Betis,,,2,
Pan_CSP_Lig_S_22_BAR 19 BIS,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BAR 19 BIS,Coutinho,Barcelona,,,5,
Pan_CSP_Lig_S_22_BAR 17,CSP,Liga Este 2021-2022,Panini,2022,Sticker,BAR 17,Lionel Messi,Barcelona,,,1,
