ID,Gruppo,Collezione,Editore,Anno,Tipologia,Numero,Soggetto,Squadra / Sezione,Rarità,Condizione,Quantità,Note
Pan_CIT_Cal_S_91_0298,CIT,Calciatori 1990-1991,Panini,1991,Sticker,298,Giuseppe Giannini,Roma,,Seghettata,1,
Pan_CIT_Cal_S_91_0316,CIT,Calciatori 1990-1991,Panini,1991,Sticker,316,Gianluca Vialli,Sampdoria,,Seghettata,1,
Eur_FLA_Cal_S_93_SC1,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC1,Scudetto,Ancona,,,1,
Eur_FLA_Cal_S_93_0018,FLA,Calcioflash 1993,Euroflash,1993,Sticker,18,Fabrizio Ferron,Atalanta,,,1,
Eur_FLA_Cal_S_93_0022,FLA,Calcioflash 1993,Euroflash,1993,Sticker,22,Luigino Pasciullo,Atalanta,,,1,
Eur_FLA_Cal_S_93_0023,FLA,Calcioflash 1993,Euroflash,1993,Sticker,23,Paolo Montero,Atalanta,,,1,
Eur_FLA_Cal_S_93_SC5,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC5,Scudetto,Fiorentina,,,1,
Eur_FLA_Cal_S_93_0075,FLA,Calcioflash 1993,Euroflash,1993,Sticker,75,Gianluca Luppi,Fiorentina,,,1,
Eur_FLA_Cal_S_93_0081,FLA,Calcioflash 1993,Euroflash,1993,Sticker,81,Stefan Effenberg,Fiorentina,,,1,
Eur_FLA_Cal_S_93_SC7,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC7,Scudetto,Genoa,,,2,
Eur_FLA_Cal_S_93_0205,FLA,Calcioflash 1993,Euroflash,1993,Sticker,205,Angelo Carbone,Napoli,,,1,
Eur_FLA_Cal_S_93_SC13,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC13,Scudetto,Parma,,,2,
Eur_FLA_Cal_S_93_SC20,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC20,Scudetto,Bari,,,2,
Eur_FLA_Cal_S_93_0330,FLA,Calcioflash 1993,Euroflash,1993,Sticker,330,Bellotti / Bucaro / Sottil,Bologna,,,1,
Eur_FLA_Cal_S_93_SC22,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC22,Scudetto,Cesena,,,2,
Eur_FLA_Cal_S_93_SC24,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC24,Scudetto,Cremonese,,,2,
Eur_FLA_Cal_S_93_SC27,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC27,Scudetto,Lucchese,,,2,
Eur_FLA_Cal_S_93_SC32,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC32,Scudetto,Pisa,,,2,
Eur_FLA_Cal_S_93_SC34,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC34,Scudetto,Spal,,,2,
Eur_FLA_Cal_S_93_0386,FLA,Calcioflash 1993,Euroflash,1993,Sticker,386,Zaffaroni / Monti / Enzo,Taranto,,,1,
Eur_FLA_Cal_S_93_SC36,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC36,Scudetto,Ternana,,,2,
Eur_FLA_Cal_S_93_SC38,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC38,Scudetto,Verona,,,2,
Eur_FLA_Cal_S_93_SC43,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC43,Scudetto,Chievo / Reggina / Giarre,,,2,
Eur_FLA_Cal_S_93_SC47,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC47,Scudetto,Massese / Alessandria / Palazzolo,,,3,
Eur_FLA_Cal_S_93_SC40,FLA,Calcioflash 1993,Euroflash,1993,Sticker,SC40,Scudetto,Casarano / Perugia / Arezzo,,,1,
Pan_CIT_Cal_S_95_0604,CIT,Calciatori 1994-1995,Panini,1995,Sticker,604,Squadra,Turris,,,1,
Pan_CIT_Cal_S_95_0553,CIT,Calciatori 1994-1995,Panini,1995,Sticker,553,Squadra,Bologna,,,3,
Pan_CIT_Cal_S_95_0539,CIT,Calciatori 1994-1995,Panini,1995,Sticker,539,Lunini / Lamacchi,Hellas Verona,,,2,
Pan_CIT_Cal_S_95_0528,CIT,Calciatori 1994-1995,Panini,1995,Sticker,528,Pellegrini / Nardini,Venezia,,,1,
Pan_CIT_Cal_S_95_0500,CIT,Calciatori 1994-1995,Panini,1995,Sticker,500,Piovani / Papais,Piacenza,,,1,
Pan_CIT_Cal_S_95_0458,CIT,Calciatori 1994-1995,Panini,1995,Sticker,458,Mascotte,Lucchese / Palermo,,,1,
Pan_CIT_Cal_S_95_0410,CIT,Calciatori 1994-1995,Panini,1995,Sticker,410,Squadra,Chievo Verona,,,1,
Pan_CIT_Cal_S_95_0407,CIT,Calciatori 1994-1995,Panini,1995,Sticker,407,Hubner / Calcaterra,Cesena,,Rovinata,1,
Pan_CIT_Cal_S_95_0404,CIT,Calciatori 1994-1995,Panini,1995,Sticker,404,Aloisi / Medri,Cesena,,,1,
Pan_CIT_Cal_S_95_0388,CIT,Calciatori 1994-1995,Panini,1995,Sticker,388,Zaini / Benetti,Ascoli,,,1,
Pan_CIT_Cal_S_95_0362,CIT,Calciatori 1994-1995,Panini,1995,Sticker,362,Squadra,Acireale,,,1,
Pan_CIT_Cal_S_95_0327,CIT,Calciatori 1994-1995,Panini,1995,Sticker,327,Squadra,Sampdoria,,,1,
Pan_CIT_Cal_S_95_0308,CIT,Calciatori 1994-1995,Panini,1995,Sticker,308,Squadra,Roma,,,1,
Pan_CIT_Cal_S_95_0287,CIT,Calciatori 1994-1995,Panini,1995,Sticker,287,Squadra,Reggiana,,,1,
Pan_CIT_Cal_S_95_0275,CIT,Calciatori 1994-1995,Panini,1995,Sticker,275,Faustino Asprilla,Parma,,,1,
Pan_CIT_Cal_S_95_0267,CIT,Calciatori 1994-1995,Panini,1995,Sticker,267,Squadra,Parma,,,1,
Pan_CIT_Cal_S_95_0185,CIT,Calciatori 1994-1995,Panini,1995,Sticker,185,Giuseppe Favalli,Lazio,,,1,
Pan_CIT_Cal_S_95_0048,CIT,Calciatori 1994-1995,Panini,1995,Sticker,48,Squadra,Cagliari,,,1,
Pan_CPO_Fut_S_96_0278,CPO,Futebol 95-96,Panini,1996,Sticker,278,Alex,Maritimo,,,1,
Pan_CPO_Fut_S_96_0313,CPO,Futebol 95-96,Panini,1996,Sticker,313,Milovac,Salgueiros,,,1,
Edi_CIT_Bol_S_97_0058,CIT,Bologna 1996-1997,Ediland,1997,Sticker,58,Michele Paramatti,Bologna,,,1,
Edi_CIT_Bol_S_97_0099,CIT,Bologna 1996-1997,Ediland,1997,Sticker,99,Carlo Nervo,Bologna,,,1,
Mer_CIT_Cal_S_98_0183,CIT,Calcio 98,Merlin,1998,Sticker,183,Filippo Inzaghi,Juventus,,Rovinata,1,
Mer_CIT_Cal_S_98_0457,CIT,Calcio 98,Merlin,1998,Sticker,457,Scudetto,Foggia,,,1,
Mer_CIT_Cal_S_98_0403,CIT,Calcio 98,Merlin,1998,Sticker,403,Giacomo Dicara,Vicenza,,,1,
Mer_CIT_Cal_S_98_0318,CIT,Calcio 98,Merlin,1998,Sticker,318,Aladino Valoti,Piacenza,,,4,
Mer_CIT_Cal_S_98_0317,CIT,Calcio 98,Merlin,1998,Sticker,317,Giuseppe Scienza,Piacenza,,,3,
Mer_CIT_Cal_S_98_0316,CIT,Calcio 98,Merlin,1998,Sticker,316,Marco Piovanelli,Piacenza,,,3,
Mer_CIT_Cal_S_98_0314,CIT,Calcio 98,Merlin,1998,Sticker,314,Roberto Bordin,Piacenza,,,3,
Mer_CIT_Cal_S_98_0310,CIT,Calcio 98,Merlin,1998,Sticker,310,Daniele Delli Carri,Piacenza,,,8,
Mer_CIT_Cal_S_98_0309,CIT,Calcio 98,Merlin,1998,Sticker,309,Paolo Tramezzani,Piacenza,,,1,
Mer_CIT_Cal_S_98_0308,CIT,Calcio 98,Merlin,1998,Sticker,308,Cleto Polonia,Piacenza,,,2,
Mer_CIT_Cal_S_98_0307,CIT,Calcio 98,Merlin,1998,Sticker,307,Matteo Sereni,Piacenza,,,2,
Mer_CIT_Cal_S_98_0301,CIT,Calcio 98,Merlin,1998,Sticker,301,Adailton,Parma,,,4,
Mer_CIT_Cal_S_98_0300,CIT,Calcio 98,Merlin,1998,Sticker,300,Filippo Maniero,Parma,,1 Velina scritte,5,
Mer_CIT_Cal_S_98_0185,CIT,Calcio 98,Merlin,1998,Sticker,185,Nicola Amoruso,Juventus,,,2,
Mer_CIT_Cal_S_98_0151,CIT,Calcio 98,Merlin,1998,Sticker,151,Luigi Sartor,Inter,,,1,
Mer_CIT_Cal_S_98_0114,CIT,Calcio 98,Merlin,1998,Sticker,114,Carmine Esposito,Empoli,,,2,
Mer_CIT_Cal_S_98_0110,CIT,Calcio 98,Merlin,1998,Sticker,110,Tonino Martino,Empoli,,,1,
Mer_CIT_Cal_S_98_0101,CIT,Calcio 98,Merlin,1998,Sticker,101,Pietro Fusco,Empoli,,,1,
Mer_CIT_Cal_S_98_0092,CIT,Calcio 98,Merlin,1998,Sticker,92,Girolamo Bizzarri,Brescia,,,1,
Mer_CIT_Cal_S_98_0042,CIT,Calcio 98,Merlin,1998,Sticker,42,Roberto Cau,Bari,,,1,
Mer_CIT_Cal_S_98_0037,CIT,Calcio 98,Merlin,1998,Sticker,37,Gianluca Sordo,Bari,,,1,
Mer_CIT_Cal_S_98_0019,CIT,Calcio 98,Merlin,1998,Sticker,19,Marco Sgro,Atalanta,,,1,
Mer_CIT_Cal_S_98_0011,CIT,Calcio 98,Merlin,1998,Sticker,11,Massimo Carrera,Atalanta,,,1,
Mer_CIT_Cal_S_98_0010,CIT,Calcio 98,Merlin,1998,Sticker,10,Andrea Sottil,Atalanta,,,2,
Mer_CIT_Cal_S_98_0009,CIT,Calcio 98,Merlin,1998,Sticker,9,Davide Pinato,Atalanta,,,4,
Mer_CIT_Cal_S_98_0008,CIT,Calcio 98,Merlin,1998,Sticker,8,Alberto Fontana,Atalanta,,,1,
Pan_CFR_Sup_S_99_0174,CFR,Superfoot 1998-1999,Panini,1999,Sticker,174,David Ginola,Tottenham,,,1,
Pan_CFR_Sup_S_99_0148,CFR,Superfoot 1998-1999,Panini,1999,Sticker,148,Florian Maurice,Olympique Marsiglia,,,1,
Pan_CFR_Sup_S_99_0139,CFR,Superfoot 1998-1999,Panini,1999,Sticker,139,Pascal Nouma,Lens,,,1,
Pan_CFR_Sup_S_99_0098,CFR,Superfoot 1998-1999,Panini,1999,Sticker,98,Philippe Violeau,Lione,,,1,
Pan_CFR_Sup_S_99_0091,CFR,Superfoot 1998-1999,Panini,1999,Sticker,91,Cedric Mouret,Olympique Marsiglia,,,1,
Pan_CFR_Sup_S_99_0074,CFR,Superfoot 1998-1999,Panini,1999,Sticker,74,Eric Taborda,Tolosa,,,1,
Pan_CFR_Sup_S_99_0065,CFR,Superfoot 1998-1999,Panini,1999,Sticker,65,Eric Rabesandratana,Paris Saint Germain,,,1,
Pan_CFR_Sup_S_99_0056,CFR,Superfoot 1998-1999,Panini,1999,Sticker,56,Hubert Fournier,Lione,,,1,
Wiz_FCW_Foo_C_02_0007,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,7,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0008,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,8,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0018,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,18,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0019,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,19,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0023,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,23,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0024,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,24,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0029,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,29,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0031,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,31,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0032,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,32,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0034,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,34,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0035,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,35,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0037,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,37,Altro,Altro,,,3,
Wiz_FCW_Foo_C_02_0038,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,38,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0041,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,41,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0045,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,45,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0061,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,61,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0073,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,73,Altro,Altro,,,1,
Wiz_FCW_Foo_C_02_0076,FCW,Football Champions Italia 2001-2002,Wizards,2002,Card,76,Altro,Altro,,,1,
Wiz_FCW_Foo_C_04_0010,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,10,Roberto Baronio,Chievo Verona,,,1,
Wiz_FCW_Foo_C_04_0013,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,13,Lorenzo D'Anna,Chievo Verona,,,1,
Wiz_FCW_Foo_C_04_0050,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,50,Giuliano Giannichedda,Lazio,,,1,
Wiz_FCW_Foo_C_04_0054,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,54,Massimo Oddo,Lazio,,,1,
Wiz_FCW_Foo_C_04_0076,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,76,Zeljko Kalac,Perugia,,,1,
Wiz_FCW_Foo_C_04_0094,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,94,Massimo Donati,Sampdoria,,,1,
Wiz_FCW_Foo_C_04_0100,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,100,Daniele Delli Carri,Siena,,,1,
Wiz_FCW_Foo_C_04_A52,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,A52,Altro,Altro,,,1,
Wiz_FCW_Foo_C_04_A55,FCW,Football Champions Italia 2003-2004,Wizards,2004,Card,A55,Altro,Altro,,,1,
Pan_WOR_FIF_S_06_0010,WOR,FIFA World Cup Germany 2006,Panini,2006,Sticker,10,Stadio Leipzig,Altro,,,1,
Pan_WOR_FIF_S_06_0013,WOR,FIFA World Cup Germany 2006,Panini,2006,Sticker,13,Stadio Kaiserslautern,Altro,,,2,
Pan_WOR_FIF_S_06_0360,WOR,FIFA World Cup Germany 2006,Panini,2006,Sticker,360,Badge,Repubblica Ceca,,,1,
Pan_WOR_FIF_S_06_0596,WOR,FIFA World Cup Germany 2006,Panini,2006,Sticker,596,Al Meshal / Al Qahtani,Arabia Saudita,,,1,
Pan_CFR_Foo_S_07_0569,CFR,Foot 2006-2007,Panini,2007,Sticker,569,Altro,Francia,,,1,
Pan_CFR_Foo_S_07_0524,CFR,Foot 2006-2007,Panini,2007,Sticker,524,Squadra,Montpellier,,,1,
Pan_EUR_UEF_S_12_0140,EUR,UEFA Euro Poland-Ukraine 2012 Internazionale,Panini,2012,Sticker,140,Squadra,Repubblica Ceca,,,1,
Pan_EUR_UEF_S_12_0524,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,524,Altro,Germania,,,1,
Pan_EUR_UEF_S_12_0520,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,520,Altro,Germania,,,1,
Pan_EUR_UEF_S_12_0507,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,507,Danny Welbeck,Inghilterra,,,1,
Pan_EUR_UEF_S_12_0454,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,454,Zlatan Ibrahimovic,Svezia,,,1,
Pan_EUR_UEF_S_12_0425,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,425,Andrij Shevchenko,Ucraina,,,1,
Pan_EUR_UEF_S_12_0404,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,404,Olexandr Shovkovskiy,Ucraina,,,1,
Pan_EUR_UEF_S_12_0377,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,377,Vedran Corluka,Croazia,,,2,
Pan_EUR_UEF_S_12_0376,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,376,Josip Simunic,Croazia,,,1,
Pan_EUR_UEF_S_12_0365,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,365,Richard Dunne,Irlanda,,,1,
Pan_EUR_UEF_S_12_0351,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,351,Seamus Coleman,Irlanda,,,1,
Pan_EUR_UEF_S_12_0337,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,337,Daniele De Rossi,Italia,,,1,
Pan_EUR_UEF_S_12_0336,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,336,Gianluigi Buffon,Italia,,,2,
Pan_EUR_UEF_S_12_0325,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,325,Andrea Pirlo,Italia,,,1,
Pan_EUR_UEF_S_12_0324,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,324,Daniele De Rossi,Italia,,,1,
Pan_EUR_UEF_S_12_0318,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,318,Giorgio Chiellini,Italia,,,1,
Pan_EUR_UEF_S_12_0301,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,301,Juan Mata,Spagna,,,1,
Pan_EUR_UEF_S_12_0251,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,251,Mario Gomez,Germania,,,1,
Pan_EUR_UEF_S_12_0240,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,240,Toni Kroos,Germania,,,1,
Pan_EUR_UEF_S_12_0230,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,230,Tim Wiese,Germania,,,1,
Pan_EUR_UEF_S_12_0219,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,219,Nicklas Bendtner,Danimarca,,,1,
Pan_EUR_UEF_S_12_0179,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,179,Nicgel de Jong,Olanda,,,1,
Pan_EUR_UEF_S_12_0175,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,175,Gregory van der Wiel,Olanda,,,1,
Pan_EUR_UEF_S_12_0143,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,143,Jaroslav Drobny,Repubblica Ceca,,,1,
Pan_EUR_UEF_S_12_0101,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,101,Dimitris Salpingidis,Grecia,,,1,
Pan_EUR_UEF_S_12_0100,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,100,Angelos Charisteas,Grecia,,,1,
Pan_EUR_UEF_S_12_0098,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,98,Giorgos Fotakis,Grecia,,,1,
Pan_EUR_UEF_S_12_0075,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,75,Jakub Blaszczykowski,Polonia,,,1,
Pan_EUR_UEF_S_12_0063,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,63,Jakub Wawrzyniak,Polonia,,,1,
Pan_EUR_UEF_S_12_0012,EUR,UEFA Euro Poland-Ukraine 2012 Germania,Panini,2012,Sticker,12,Stadio Warszawa,Altro,,,1,
Pan_CIT_Cal_S_13_V16,CIT,Calciatori 2012-2013,Panini,2013,Sticker,V16,Altro,Livorno,,Film Campionato,5,
Pan_CIT_Cal_S_13_V15,CIT,Calciatori 2012-2013,Panini,2013,Sticker,V15,Altro,Hellas Verona,,Film Campionato,5,
Pan_CIT_Cal_S_13_V14,CIT,Calciatori 2012-2013,Panini,2013,Sticker,V14,Altro,Sassuolo,,Film Campionato,5,
Pan_CIT_Cal_S_13_V11,CIT,Calciatori 2012-2013,Panini,2013,Sticker,V11,Mario Balotelli,Milan,,Film Campionato,5,
Pan_CIT_Cal_S_13_V10,CIT,Calciatori 2012-2013,Panini,2013,Sticker,V10,Edinson Cavani,Napoli,,Film Campionato,5,
Pan_CIT_Cal_S_13_0214,CIT,Calciatori 2012-2013,Panini,2013,Sticker,214,Andrea Pirlo,Juventus,,,4,
Pan_CIT_Cal_S_13_0213,CIT,Calciatori 2012-2013,Panini,2013,Sticker,213,Paul Pogba,Juventus,,,11,
Pan_CIT_Cal_S_13_0212,CIT,Calciatori 2012-2013,Panini,2013,Sticker,212,Mauricio Isla,Juventus,,,5,
Pan_CIT_Cal_S_13_0201,CIT,Calciatori 2012-2013,Panini,2013,Sticker,201,Gianluigi Buffon,Juventus,,,3,
Pan_WOR_FIF_S_14_0065,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,65,Ivan Perisic,Repubblica Ceca,,,1,
Pan_WOR_FIF_S_14_0067,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,67,Eduardo,Repubblica Ceca,,,1,
Pan_WOR_FIF_S_14_0068,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,68,Nikola Jelavic,Repubblica Ceca,,,1,
Pan_WOR_FIF_S_14_0087,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,87,Raul Jimenez,Messico,,,1,
Pan_WOR_FIF_S_14_0095,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,95,Henri Bedimo,Cameroon,,,1,
Pan_WOR_FIF_S_14_0161,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,161,Charles Aranguiz,Cile,,,1,
Pan_WOR_FIF_S_14_0195,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,195,Fredy Guarin,Colombia,,,1,
Pan_WOR_FIF_S_14_0230,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,230,Didier Zokora,Costa d'Avorio,,,1,
Pan_WOR_FIF_S_14_0250,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,250,Masato Morishige,Giappone,,,1,
Pan_WOR_FIF_S_14_0259,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,259,Yuya Osako,Giappone,,,1,
Pan_WOR_FIF_S_14_0392,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,392,Karim Benzema,Francia,,,1,
Pan_WOR_FIF_S_14_0414,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,414,Sergio Romero,Argentina,,,1,
Pan_WOR_FIF_S_14_0490,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,490,Manuel Neuer,Germania,,,1,
Pan_WOR_FIF_S_14_0491,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,491,Philip Lahm,Germania,,,2,
Pan_WOR_FIF_S_14_0623,WOR,FIFA World Cup Brazil 2014,Panini,2014,Sticker,623,Jung Sung-Ryong,Korea del Sud,,,1,
Pan_CGE_Bay_S_15_0024,CGE,Bayern Munich 2014-2015,Panini,2015,Sticker,24,Manuel Neuer,Bayern Monaco,,,1,
Pan_CHL_Cha_S_15_0572,CHL,Champions League 2014-2015,Panini,2015,Sticker,572,Andres Fernandez,Porto,,,1,
Pan_CHL_Cha_S_15_0562,CHL,Champions League 2014-2015,Panini,2015,Sticker,562,Danilo,Porto,,,1,
Pan_CHL_Cha_S_15_0534,CHL,Champions League 2014-2015,Panini,2015,Sticker,534,Fredy Montero,Sporting Lisbona,,,3,
Pan_CHL_Cha_S_15_0514,CHL,Champions League 2014-2015,Panini,2015,Sticker,514,Sidney Sam,Schalke 04,,,1,
Pan_CHL_Cha_S_15_0513,CHL,Champions League 2014-2015,Panini,2015,Sticker,513,Kevin-Prince Boateng,Schalke 04,,,2,
Pan_CHL_Cha_S_15_0498,CHL,Champions League 2014-2015,Panini,2015,Sticker,498,Eden Hazard,Chelsea,,,1,
Pan_CHL_Cha_S_15_0496,CHL,Champions League 2014-2015,Panini,2015,Sticker,496,Andre Schurrle,Chelsea,,,1,
Pan_CHL_Cha_S_15_0495,CHL,Champions League 2014-2015,Panini,2015,Sticker,495,Cesc Fabregas,Chelsea,,,1,
Pan_CHL_Cha_S_15_0469,CHL,Champions League 2014-2015,Panini,2015,Sticker,469,Anwar El Ghazi,Ajax,,,1,
Pan_CHL_Cha_S_15_0466,CHL,Champions League 2014-2015,Panini,2015,Sticker,466,Ruben Ligeon,Ajax,,,2,
Pan_CHL_Cha_S_15_0429,CHL,Champions League 2014-2015,Panini,2015,Sticker,429,Jeremy Mathieu,Barcelona,,,1,
Pan_CHL_Cha_S_15_0360,CHL,Champions League 2014-2015,Panini,2015,Sticker,360,Thiago Alcantara,Bayern Monaco,,,1,
Pan_CHL_Cha_S_15_0354,CHL,Champions League 2014-2015,Panini,2015,Sticker,354,Franck Ribery,Bayern Monaco,,,1,
Pan_CHL_Cha_S_15_0311,CHL,Champions League 2014-2015,Panini,2015,Sticker,311,Olivier Deschacht,Anderlecht,,,3,
Pan_CHL_Cha_S_15_0286,CHL,Champions League 2014-2015,Panini,2015,Sticker,286,Jakub Błaszczykowski,Borussia Dortmund,,,1,
Pan_CHL_Cha_S_15_0262,CHL,Champions League 2014-2015,Panini,2015,Sticker,262,Danny Welbeck,Arsenal,,,1,
Pan_CHL_Cha_S_15_0248,CHL,Champions League 2014-2015,Panini,2015,Sticker,248,Andrea Raggi,Monaco,,,1,
Pan_CHL_Cha_S_15_0237,CHL,Champions League 2014-2015,Panini,2015,Sticker,237,Ricardo Carvalho,Monaco,,,1,
Pan_CHL_Cha_S_15_0233,CHL,Champions League 2014-2015,Panini,2015,Sticker,233,Julian Brandt,Bayer Leverkusen,,,1,
Pan_CHL_Cha_S_15_0217,CHL,Champions League 2014-2015,Panini,2015,Sticker,217,Bernd Leno,Bayer Leverkusen,,,1,
Pan_CHL_Cha_S_15_0212,CHL,Champions League 2014-2015,Panini,2015,Sticker,212,Nicolas Lombaerts,Zenit,,,2,
Pan_CHL_Cha_S_15_0175,CHL,Champions League 2014-2015,Panini,2015,Sticker,175,Aleksandar Aleksandrov,Ludogorets,,,2,
Pan_CHL_Cha_S_15_0170,CHL,Champions League 2014-2015,Panini,2015,Sticker,170,Virgil Misidjan,Ludogorets,,,1,
Pan_CHL_Cha_S_15_0169,CHL,Champions League 2014-2015,Panini,2015,Sticker,169,Fabio Espinho,Ludogorets,,,1,
Pan_CHL_Cha_S_15_0145,CHL,Champions League 2014-2015,Panini,2015,Sticker,145,Simon Mignolet,Liverpool,,,1,
Pan_CHL_Cha_S_15_0130,CHL,Champions League 2014-2015,Panini,2015,Sticker,130,Marek Suchy,Basilea,,,1,
Pan_CHL_Cha_S_15_0107,CHL,Champions League 2014-2015,Panini,2015,Sticker,107,Isaac Kiese Thelin,Malmo,,,1,
Pan_CHL_Cha_S_15_0100,CHL,Champions League 2014-2015,Panini,2015,Sticker,100,Markus Rosenberg,Malmo,,,1,
